source_table_name,source_field,destination_table_name,destination_field
DIVREM,CLMP15,DIC_D,DRE_CLMP15
DIVREM,CLDP16,DIC_D,DRE_CLDP16
DIVREM,CLMP16,DIC_D,DRE_CLMP16
DIVREM,CLDP17,DIC_D,DRE_CLDP17
DIVREM,CLMP17,DIC_D,DRE_CLMP17
DIVREM,CLDP18,DIC_D,DRE_CLDP18
DIVREM,CLMP18,DIC_D,DRE_CLMP18
DIVREM,CLDP19,DIC_D,DRE_CLDP19
DIVREM,CLMP19,DIC_D,DRE_CLMP19
DIVREM,CLDP20,DIC_D,DRE_CLDP20
DIVREM,CLMP20,DIC_D,DRE_CLMP20
DIVREM,NORDRE,DIC_D,DRE_NORDRE
DIVREM,ETCMAT,DIC_D,DRE_ETCMAT
DIVREM,MTRSASAL,DIC_D,DRE_MTRSASAL
DIVREM,CODSALBASREV,DIC_D,DRE_CODSALBASREV
DIVREM,LSALBASREV,DIC_D,DRE_LSALBASREV
DIVREM,CPIBAN,DIC_D,DRE_CPIBAN
DIVREM,CLEIBAN,DIC_D,DRE_CLEIBAN
DIVREM,BBAN,DIC_D,DRE_BBAN
DIVREM,BIC,DIC_D,DRE_BIC
DIVREM,EXCEPTION,DIC_D,DRE_EXCEPTION
DIVREM,DIVCODE05,DIC_D,DRE_DIVCODE05
DIVREM,DIVCODE06,DIC_D,DRE_DIVCODE06
DIVREM,DIVCODE07,DIC_D,DRE_DIVCODE07
DIVREM,DIVCODE08,DIC_D,DRE_DIVCODE08
DIVREM,DIVCODE09,DIC_D,DRE_DIVCODE09
DIVREM,DIVDATE02,DIC_D,DRE_DIVDATE02
DIVREM,CLDATE02,DIC_D,DRE_CLDATE02
DIVREM,CLDATE03,DIC_D,DRE_CLDATE03
DIVREM,CLDATE04,DIC_D,DRE_CLDATE04
DIVREM,CLDATE05,DIC_D,DRE_CLDATE05
DIVREM,CLDATE06,DIC_D,DRE_CLDATE06
DIVREM,CLDATE07,DIC_D,DRE_CLDATE07
DIVREM,CLDATE08,DIC_D,DRE_CLDATE08
DIVREM,CLDATE09,DIC_D,DRE_CLDATE09
DIVREM,CLDATE10,DIC_D,DRE_CLDATE10
DIVREM,CSGTXREDUIT,DIC_D,DRE_CSGTXREDUIT
DIVREM,DRECACCAPLD,DIC_D,DRE_DRECACCAPLD
DIVREM,DRELACCAPLD,DIC_D,DRE_DRELACCAPLD
DIVREM,DRECCAISSECP,DIC_D,DRE_DRECCAISSECP
DIVREM,DRELCAISSECP,DIC_D,DRE_DRELCAISSECP
DIVREM,DATMAJ,DIC_D,DRE_DATMAJ
DIVREM,CMETIERBTP,DIC_D,DRE_CMETIERBTP
IMPUTA,NUMORDRE,DIC_I,IMP_NUMORDRE
IMPUTA,NOIMPU,DIC_I,IMP_NOIMPU
IMPUTA,POURCT,DIC_I,IMP_POURCT
IMPUTA,DATMAJ,DIC_I,IMP_DATMAJ
IMPUTA,ETCMAT,DIC_I,IMP_ETCMAT
IMPUTA,CODEIMP00,DIC_I,IMP_CODEIMP00
IMPUTA,CODEIMP01,DIC_I,IMP_CODEIMP01
IMPUTA,CODEIMP02,DIC_I,IMP_CODEIMP02
IMPUTA,CODEIMP03,DIC_I,IMP_CODEIMP03
IMPUTA,CODEIMP04,DIC_I,IMP_CODEIMP04
IMPUTA,CODEIMP05,DIC_I,IMP_CODEIMP05
IMPUTA,CODEIMP06,DIC_I,IMP_CODEIMP06
IMPUTA,CODEIMP07,DIC_I,IMP_CODEIMP07
IMPUTA,CODEIMP08,DIC_I,IMP_CODEIMP08
IMPUTA,LIBIMP00,DIC_I,IMP_LIBIMP00
IMPUTA,LIBIMP01,DIC_I,IMP_LIBIMP01
IMPUTA,LIBIMP02,DIC_I,IMP_LIBIMP02
IMPUTA,LIBIMP03,DIC_I,IMP_LIBIMP03
IMPUTA,LIBIMP04,DIC_I,IMP_LIBIMP04
IMPUTA,LIBIMP05,DIC_I,IMP_LIBIMP05
IMPUTA,LIBIMP06,DIC_I,IMP_LIBIMP06
IMPUTA,LIBIMP07,DIC_I,IMP_LIBIMP07
IMPUTA,LIBIMP08,DIC_I,IMP_LIBIMP08
ASSEDIC,ASSLIB00,DIC_A,ASS_ASSLIB00
ASSEDIC,NORDRE,DIC_A,ASS_NORDRE
ASSEDIC,ASSCODE00,DIC_A,ASS_ASSCODE00
ASSEDIC,ASSCODE01,DIC_A,ASS_ASSCODE01
ASSEDIC,ASSLIB02,DIC_A,ASS_ASSLIB02
ASSEDIC,ASSLIB06,DIC_A,ASS_ASSLIB06
ASSEDIC,ASSMTS01,DIC_A,ASS_ASSMTS01
ASSEDIC,ASSMTS02,DIC_A,ASS_ASSMTS02
ASSEDIC,ASSMTS03,DIC_A,ASS_ASSMTS03
ASSEDIC,ASSMTS04,DIC_A,ASS_ASSMTS04
ASSEDIC,ASSCODE02,DIC_A,ASS_ASSCODE02
ASSEDIC,ASSLIB03,DIC_A,ASS_ASSLIB03
ASSEDIC,ASSLIB04,DIC_A,ASS_ASSLIB04
ASSEDIC,ASSCODE03,DIC_A,ASS_ASSCODE03
ASSEDIC,ASSCODE04,DIC_A,ASS_ASSCODE04
ASSEDIC,ASSLIB05,DIC_A,ASS_ASSLIB05
ASSEDIC,ASSCODE05,DIC_A,ASS_ASSCODE05
ASSEDIC,ASSCODE06,DIC_A,ASS_ASSCODE06
ASSEDIC,ASSCODE07,DIC_A,ASS_ASSCODE07
ASSEDIC,ASSCODE08,DIC_A,ASS_ASSCODE08
ASSEDIC,ASSCODE09,DIC_A,ASS_ASSCODE09
ASSEDIC,ASSCODE10,DIC_A,ASS_ASSCODE10
ASSEDIC,ASSCODE11,DIC_A,ASS_ASSCODE11
ASSEDIC,ASSCODE12,DIC_A,ASS_ASSCODE12
ASSEDIC,ASSLIB01,DIC_A,ASS_ASSLIB01
ASSEDIC,ASSDAT00,DIC_A,ASS_ASSDAT00
ASSEDIC,ASSDAT01,DIC_A,ASS_ASSDAT01
ASSEDIC,ASSDAT02,DIC_A,ASS_ASSDAT02
ASSEDIC,ASSDAT03,DIC_A,ASS_ASSDAT03
ASSEDIC,ASSDAT04,DIC_A,ASS_ASSDAT04
ASSEDIC,ASSCODE13,DIC_A,ASS_ASSCODE13
ASSEDIC,ASSMTS00,DIC_A,ASS_ASSMTS00
ASSEDIC,ASSDAT05,DIC_A,ASS_ASSDAT05
ASSEDIC,ASSDAT06,DIC_A,ASS_ASSDAT06
ASSEDIC,ASSDAT07,DIC_A,ASS_ASSDAT07
ASSEDIC,ASSDAT08,DIC_A,ASS_ASSDAT08
ASSEDIC,ASSDAT09,DIC_A,ASS_ASSDAT09
ASSEDIC,ASSDAT10,DIC_A,ASS_ASSDAT10
ASSEDIC,ASSMTS05,DIC_A,ASS_ASSMTS05
ASSEDIC,ASSMTS06,DIC_A,ASS_ASSMTS06
ASSEDIC,ASSMTS07,DIC_A,ASS_ASSMTS07
ASSEDIC,ASSMTS08,DIC_A,ASS_ASSMTS08
ASSEDIC,ASSLIB07,DIC_A,ASS_ASSLIB07
ASSEDIC,ASSLIB08,DIC_A,ASS_ASSLIB08
ASSEDIC,ASSLIB09,DIC_A,ASS_ASSLIB09
ASSEDIC,ASSLIB10,DIC_A,ASS_ASSLIB10
ASSEDIC,ASSLIB11,DIC_A,ASS_ASSLIB11
ASSEDIC,ASSLIB12,DIC_A,ASS_ASSLIB12
ASSEDIC,ASSCODE14,DIC_A,ASS_ASSCODE14
ASSEDIC,ASSCODE15,DIC_A,ASS_ASSCODE15
ASSEDIC,ASSCODE16,DIC_A,ASS_ASSCODE16
ASSEDIC,ASSCODE17,DIC_A,ASS_ASSCODE17
ASSEDIC,ASSCODE18,DIC_A,ASS_ASSCODE18
ASSEDIC,ASSCODE19,DIC_A,ASS_ASSCODE19
ASSEDIC,ASSINDEMN01,DIC_A,ASS_ASSINDEMN01
ASSEDIC,ASSINDEMN02,DIC_A,ASS_ASSINDEMN02
ASSEDIC,ASSINDEMN03,DIC_A,ASS_ASSINDEMN03
ASSEDIC,ASSINDEMN04,DIC_A,ASS_ASSINDEMN04
ASSEDIC,ASSINDEMN05,DIC_A,ASS_ASSINDEMN05
ASSEDIC,ASSINDEMN06,DIC_A,ASS_ASSINDEMN06
ASSEDIC,ASSINDEMN07,DIC_A,ASS_ASSINDEMN07
ASSEDIC,ASSINDEMN08,DIC_A,ASS_ASSINDEMN08
ASSEDIC,ASSINDEMN09,DIC_A,ASS_ASSINDEMN09
ASSEDIC,ASSINDEMN10,DIC_A,ASS_ASSINDEMN10
ASSEDIC,ASSINDEMN11,DIC_A,ASS_ASSINDEMN11
ASSEDIC,ASSINDEMN12,DIC_A,ASS_ASSINDEMN12
ASSEDIC,ASSINDEMN13,DIC_A,ASS_ASSINDEMN13
ASSEDIC,ASSINDEMN14,DIC_A,ASS_ASSINDEMN14
ASSEDIC,REFCONFGEST,DIC_A,ASS_REFCONFGEST
ASSEDIC,DCONFGEST,DIC_A,ASS_DCONFGEST
ASSEDIC,CSALENTETR,DIC_A,ASS_CSALENTETR
ASSEDIC,LSALENTETR,DIC_A,ASS_LSALENTETR
ASSEDIC,NOBJCINEMA,DIC_A,ASS_NOBJCINEMA
ASSEDIC,FORCHARGTAPE,DIC_A,ASS_FORCHARGTAPE
ASSEDIC,ASSCASSUJ,DIC_A,ASS_ASSCASSUJ
ASSEDIC,ASSLASSUJ,DIC_A,ASS_ASSLASSUJ
ASSEDIC,ASSCREGIMASS,DIC_A,ASS_ASSCREGIMASS
ASSEDIC,ASSLREGIMASS,DIC_A,ASS_ASSLREGIMASS
ASSEDIC,DDEBPROCLIC,DIC_A,ASS_DDEBPROCLIC
ASSEDIC,DOMMINTCDD,DIC_A,ASS_DOMMINTCDD
ASSEDIC,INDCLAUSE,DIC_A,ASS_INDCLAUSE
ASSEDIC,DDEBPEREMPL,DIC_A,ASS_DDEBPEREMPL
ASSEDIC,NBMOISPREAV,DIC_A,ASS_NBMOISPREAV
ASSEDIC,ASSDATDEB01,DIC_A,ASS_ASSDATDEB01
ASSEDIC,ASSDATDEB02,DIC_A,ASS_ASSDATDEB02
ASSEDIC,ASSDATDEB03,DIC_A,ASS_ASSDATDEB03
ASSEDIC,ASSDATDEB04,DIC_A,ASS_ASSDATDEB04
ASSEDIC,ASSDATDEB05,DIC_A,ASS_ASSDATDEB05
ASSEDIC,ASSDATDEB06,DIC_A,ASS_ASSDATDEB06
ASSEDIC,ASSDATDEB07,DIC_A,ASS_ASSDATDEB07
ASSEDIC,ASSDATDEB08,DIC_A,ASS_ASSDATDEB08
ASSEDIC,ASSDATDEB09,DIC_A,ASS_ASSDATDEB09
ASSEDIC,ASSDATDEB10,DIC_A,ASS_ASSDATDEB10
ASSEDIC,ASSDATDEB11,DIC_A,ASS_ASSDATDEB11
ASSEDIC,ASSDATDEB12,DIC_A,ASS_ASSDATDEB12
ASSEDIC,ASSDATFIN01,DIC_A,ASS_ASSDATFIN01
ASSEDIC,ASSDATFIN02,DIC_A,ASS_ASSDATFIN02
ASSEDIC,ASSDATFIN03,DIC_A,ASS_ASSDATFIN03
ASSEDIC,ASSDATFIN04,DIC_A,ASS_ASSDATFIN04
ASSEDIC,ASSDATFIN05,DIC_A,ASS_ASSDATFIN05
ASSEDIC,ASSDATFIN06,DIC_A,ASS_ASSDATFIN06
ASSEDIC,ASSDATFIN07,DIC_A,ASS_ASSDATFIN07
ASSEDIC,ASSDATFIN08,DIC_A,ASS_ASSDATFIN08
ASSEDIC,ASSDATFIN09,DIC_A,ASS_ASSDATFIN09
ASSEDIC,ASSDATFIN10,DIC_A,ASS_ASSDATFIN10
ASSEDIC,ASSDATFIN11,DIC_A,ASS_ASSDATFIN11
ASSEDIC,ASSDATFIN12,DIC_A,ASS_ASSDATFIN12
ASSEDIC,ASSDATPAI01,DIC_A,ASS_ASSDATPAI01
ASSEDIC,ASSDATPAI02,DIC_A,ASS_ASSDATPAI02
ASSEDIC,ASSDATPAI03,DIC_A,ASS_ASSDATPAI03
ASSEDIC,ASSDATPAI04,DIC_A,ASS_ASSDATPAI04
ASSEDIC,ASSDATPAI05,DIC_A,ASS_ASSDATPAI05
ASSEDIC,ASSDATPAI06,DIC_A,ASS_ASSDATPAI06
ASSEDIC,ASSDATPAI07,DIC_A,ASS_ASSDATPAI07
ASSEDIC,ASSDATPAI08,DIC_A,ASS_ASSDATPAI08
ASSEDIC,ASSDATPAI09,DIC_A,ASS_ASSDATPAI09
ASSEDIC,ASSDATPAI10,DIC_A,ASS_ASSDATPAI10
ASSEDIC,ASSDATPAI11,DIC_A,ASS_ASSDATPAI11
ASSEDIC,ASSDATPAI12,DIC_A,ASS_ASSDATPAI12
ASSEDIC,ASSNBHT01,DIC_A,ASS_ASSNBHT01
ASSEDIC,ASSNBHT02,DIC_A,ASS_ASSNBHT02
ASSEDIC,ASSNBHT03,DIC_A,ASS_ASSNBHT03
ASSEDIC,ASSNBHT04,DIC_A,ASS_ASSNBHT04
ASSEDIC,ASSNBHT05,DIC_A,ASS_ASSNBHT05
ASSEDIC,ASSNBHT06,DIC_A,ASS_ASSNBHT06
ASSEDIC,ASSNBHT07,DIC_A,ASS_ASSNBHT07
ASSEDIC,ASSNBHT08,DIC_A,ASS_ASSNBHT08
ASSEDIC,ASSNBHT09,DIC_A,ASS_ASSNBHT09
ASSEDIC,ASSNBHT10,DIC_A,ASS_ASSNBHT10
ASSEDIC,ASSNBHT11,DIC_A,ASS_ASSNBHT11
ASSEDIC,ASSNBHT12,DIC_A,ASS_ASSNBHT12
ASSEDIC,ASSNBJNP01,DIC_A,ASS_ASSNBJNP01
ASSEDIC,ASSNBJNP02,DIC_A,ASS_ASSNBJNP02
ASSEDIC,ASSNBJNP03,DIC_A,ASS_ASSNBJNP03
ASSEDIC,ASSNBJNP04,DIC_A,ASS_ASSNBJNP04
ASSEDIC,ASSNBJNP05,DIC_A,ASS_ASSNBJNP05
ASSEDIC,ASSNBJNP06,DIC_A,ASS_ASSNBJNP06
ASSEDIC,ASSNBJNP07,DIC_A,ASS_ASSNBJNP07
ASSEDIC,ASSNBJNP08,DIC_A,ASS_ASSNBJNP08
ASSEDIC,ASSNBJNP09,DIC_A,ASS_ASSNBJNP09
ASSEDIC,ASSNBJNP10,DIC_A,ASS_ASSNBJNP10
ASSEDIC,ASSNBJNP11,DIC_A,ASS_ASSNBJNP11
ASSEDIC,ASSNBJNP12,DIC_A,ASS_ASSNBJNP12
ASSEDIC,ASSBRUT01,DIC_A,ASS_ASSBRUT01
ASSEDIC,ASSBRUT02,DIC_A,ASS_ASSBRUT02
ASSEDIC,ASSBRUT03,DIC_A,ASS_ASSBRUT03
ASSEDIC,ASSBRUT04,DIC_A,ASS_ASSBRUT04
ASSEDIC,ASSBRUT05,DIC_A,ASS_ASSBRUT05
ASSEDIC,ASSBRUT06,DIC_A,ASS_ASSBRUT06
ASSEDIC,ASSBRUT07,DIC_A,ASS_ASSBRUT07
ASSEDIC,ASSBRUT08,DIC_A,ASS_ASSBRUT08
ASSEDIC,ASSBRUT09,DIC_A,ASS_ASSBRUT09
ASSEDIC,ASSBRUT10,DIC_A,ASS_ASSBRUT10
ASSEDIC,ASSBRUT11,DIC_A,ASS_ASSBRUT11
ASSEDIC,ASSBRUT12,DIC_A,ASS_ASSBRUT12
ASSEDIC,ASSPREASS01,DIC_A,ASS_ASSPREASS01
ASSEDIC,ASSPREASS02,DIC_A,ASS_ASSPREASS02
ASSEDIC,ASSPREASS03,DIC_A,ASS_ASSPREASS03
ASSEDIC,ASSPREASS04,DIC_A,ASS_ASSPREASS04
ASSEDIC,ASSPREASS05,DIC_A,ASS_ASSPREASS05
ASSEDIC,ASSPREASS06,DIC_A,ASS_ASSPREASS06
ASSEDIC,ASSPREASS07,DIC_A,ASS_ASSPREASS07
ASSEDIC,ASSPREASS08,DIC_A,ASS_ASSPREASS08
ASSEDIC,ASSPREASS09,DIC_A,ASS_ASSPREASS09
ASSEDIC,ASSPREASS10,DIC_A,ASS_ASSPREASS10
ASSEDIC,ASSPREASS11,DIC_A,ASS_ASSPREASS11
ASSEDIC,ASSPREASS12,DIC_A,ASS_ASSPREASS12
ASSEDIC,ASSOBSERV01,DIC_A,ASS_ASSOBSERV01
ASSEDIC,ASSOBSERV02,DIC_A,ASS_ASSOBSERV02
ASSEDIC,ASSOBSERV03,DIC_A,ASS_ASSOBSERV03
ASSEDIC,ASSOBSERV04,DIC_A,ASS_ASSOBSERV04
ASSEDIC,ASSOBSERV05,DIC_A,ASS_ASSOBSERV05
ASSEDIC,ASSOBSERV06,DIC_A,ASS_ASSOBSERV06
ASSEDIC,ASSOBSERV07,DIC_A,ASS_ASSOBSERV07
ASSEDIC,ASSOBSERV08,DIC_A,ASS_ASSOBSERV08
ASSEDIC,ASSOBSERV09,DIC_A,ASS_ASSOBSERV09
ASSEDIC,ASSOBSERV10,DIC_A,ASS_ASSOBSERV10
ASSEDIC,ASSOBSERV11,DIC_A,ASS_ASSOBSERV11
ASSEDIC,ASSOBSERV12,DIC_A,ASS_ASSOBSERV12
ASSEDIC,ASSDDEBPR01,DIC_A,ASS_ASSDDEBPR01
ASSEDIC,ASSDDEBPR02,DIC_A,ASS_ASSDDEBPR02
ASSEDIC,ASSDDEBPR03,DIC_A,ASS_ASSDDEBPR03
ASSEDIC,ASSDDEBPR04,DIC_A,ASS_ASSDDEBPR04
ASSEDIC,ASSDDEBPR05,DIC_A,ASS_ASSDDEBPR05
ASSEDIC,ASSDFINPR01,DIC_A,ASS_ASSDFINPR01
ASSEDIC,ASSDFINPR02,DIC_A,ASS_ASSDFINPR02
ASSEDIC,ASSDFINPR03,DIC_A,ASS_ASSDFINPR03
ASSEDIC,ASSDFINPR04,DIC_A,ASS_ASSDFINPR04
ASSEDIC,ASSDFINPR05,DIC_A,ASS_ASSDFINPR05
ASSEDIC,ASSDPAIPR01,DIC_A,ASS_ASSDPAIPR01
ASSEDIC,ASSDPAIPR02,DIC_A,ASS_ASSDPAIPR02
ASSEDIC,ASSDPAIPR03,DIC_A,ASS_ASSDPAIPR03
ASSEDIC,ASSDPAIPR04,DIC_A,ASS_ASSDPAIPR04
ASSEDIC,ASSDPAIPR05,DIC_A,ASS_ASSDPAIPR05
ASSEDIC,ASSMTSPR01,DIC_A,ASS_ASSMTSPR01
ASSEDIC,ASSMTSPR02,DIC_A,ASS_ASSMTSPR02
ASSEDIC,ASSMTSPR03,DIC_A,ASS_ASSMTSPR03
ASSEDIC,ASSMTSPR04,DIC_A,ASS_ASSMTSPR04
ASSEDIC,ASSMTSPR05,DIC_A,ASS_ASSMTSPR05
ASSEDIC,ASSNATPR01,DIC_A,ASS_ASSNATPR01
ASSEDIC,ASSNATPR02,DIC_A,ASS_ASSNATPR02
ASSEDIC,ASSNATPR03,DIC_A,ASS_ASSNATPR03
ASSEDIC,ASSNATPR04,DIC_A,ASS_ASSNATPR04
ASSEDIC,ASSNATPR05,DIC_A,ASS_ASSNATPR05
ASSEDIC,ASSSUPPR01,DIC_A,ASS_ASSSUPPR01
ASSEDIC,ASSSUPPR02,DIC_A,ASS_ASSSUPPR02
ASSEDIC,ASSSUPPR03,DIC_A,ASS_ASSSUPPR03
ASSEDIC,ASSSUPPR04,DIC_A,ASS_ASSSUPPR04
ASSEDIC,ASSSUPPR05,DIC_A,ASS_ASSSUPPR05
ASSEDIC,ASCSITUADMIN,DIC_A,ASS_ASCSITUADMIN
ASSEDIC,ASLSITUADMIN,DIC_A,ASS_ASLSITUADMIN
ASSEDIC,DATMAJ,DIC_A,ASS_DATMAJ
ASSEDIC,ETCMAT,DIC_A,ASS_ETCMAT
DIPLOM,DIANOBT,DIC_D,DIP_DIANOBT
DIPLOM,DI1CODE,DIC_D,DIP_DI1CODE
DIPLOM,DILDIP,DIC_D,DIP_DILDIP
DIPLOM,DIOPT,DIC_D,DIP_DIOPT
DIPLOM,DI1LIB01,DIC_D,DIP_DI1LIB01
DIPLOM,DICECOL,DIC_D,DIP_DICECOL
DIPLOM,DILECOL,DIC_D,DIP_DILECOL
DIPLOM,DICFIL,DIC_D,DIP_DICFIL
DIPLOM,DILFIL,DIC_D,DIP_DILFIL
DIPLOM,DICNIV,DIC_D,DIP_DICNIV
DIPLOM,DILNIV,DIC_D,DIP_DILNIV
DIPLOM,DINATF,DIC_D,DIP_DINATF
DIPLOM,MODLI1,DIC_D,DIP_MODLI100
DIPLOM,CLEDIS,DIC_D,DIP_CLEDIS
DIPLOM,DATMAJ,DIC_D,DIP_DATMAJ
DIPLOM,DI1LIB,DIC_D,DIP_DI1LIB00
DIPLOM,DI1LIB02,DIC_D,DIP_DI1LIB02
DIPLOM,DI1MTS,DIC_D,DIP_DI1MTS00
DIPLOM,DI1MTS01,DIC_D,DIP_DI1MTS01
DIPLOM,DI1MTS02,DIC_D,DIP_DI1MTS02
DIPLOM,DI2CODE00,DIC_D,DIP_DI2CODE00
DIPLOM,DI2CODE01,DIC_D,DIP_DI2CODE01
DIPLOM,DI2CODE02,DIC_D,DIP_DI2CODE02
DIPLOM,DI2LIB00,DIC_D,DIP_DI2LIB00
DIPLOM,DI2LIB01,DIC_D,DIP_DI2LIB01
DIPLOM,DI2LIB02,DIC_D,DIP_DI2LIB02
DIPLOM,DIDATE,DIC_D,DIP_DIDATE00
DIPLOM,DIDATE01,DIC_D,DIP_DIDATE01
DIPLOM,DIDATE02,DIC_D,DIP_DIDATE02
DIPLOM,MODCOD00,DIC_D,DIP_MODCOD00
DIPLOM,MODCOD01,DIC_D,DIP_MODCOD01
DIPLOM,MODCOD02,DIC_D,DIP_MODCOD02
DIPLOM,MODDAT00,DIC_D,DIP_MODDAT00
DIPLOM,MODDAT01,DIC_D,DIP_MODDAT01
DIPLOM,MODDAT02,DIC_D,DIP_MODDAT02
DIPLOM,MODLI101,DIC_D,DIP_MODLI101
DIPLOM,MODLI102,DIC_D,DIP_MODLI102
DIPLOM,MODMTS00,DIC_D,DIP_MODMTS00
DIPLOM,MODMTS01,DIC_D,DIP_MODMTS01
DIPLOM,MODMTS02,DIC_D,DIP_MODMTS02
DIPLOM,ETCMAT,DIC_D,DIP_ETCMAT
COMPET,COCTYP,DIC_C,CPT_COCTYP
COMPET,COLTYP,DIC_C,CPT_COLTYP
COMPET,CO1CODE,DIC_C,CPT_CO1CODE
COMPET,CO1LIB,DIC_C,CPT_CO1LIB
COMPET,COCNIV,DIC_C,CPT_COCNIV
COMPET,COLNIV,DIC_C,CPT_COLNIV
COMPET,CONNIV,DIC_C,CPT_CONNIV
COMPET,COCNAC,DIC_C,CPT_COCNAC
COMPET,COLNAC,DIC_C,CPT_COLNAC
COMPET,CODDEL,DIC_C,CPT_CODDEL
COMPET,CODPEL,DIC_C,CPT_CODPEL
COMPET,CODDVC,DIC_C,CPT_CODDVC
COMPET,CODPVC,DIC_C,CPT_CODPVC
COMPET,CODODH,DIC_C,CPT_CODODH
COMPET,CODOPC,DIC_C,CPT_CODOPC
COMPET,CONUPC,DIC_C,CPT_CONUPC
COMPET,CODFPC,DIC_C,CPT_CODFPC
COMPET,COOBSL,DIC_C,CPT_COOBSL
COMPET,COOBSC,DIC_C,CPT_COOBSC
COMPET,DATMAJ,DIC_C,CPT_DATMAJ
COMPET,MODCOD00,DIC_C,CPT_MODCOD00
COMPET,MODCOD01,DIC_C,CPT_MODCOD01
COMPET,MODCOD02,DIC_C,CPT_MODCOD02
COMPET,MODDAT00,DIC_C,CPT_MODDAT00
COMPET,MODDAT01,DIC_C,CPT_MODDAT01
COMPET,MODDAT02,DIC_C,CPT_MODDAT02
COMPET,MODLI100,DIC_C,CPT_MODLI100
COMPET,MODLI101,DIC_C,CPT_MODLI101
COMPET,MODLI102,DIC_C,CPT_MODLI102
COMPET,MODMTS00,DIC_C,CPT_MODMTS00
COMPET,MODMTS01,DIC_C,CPT_MODMTS01
COMPET,CLEDIS,DIC_C,CPT_CLEDIS
COMPET,CO1DATE00,DIC_C,CPT_CO1DATE00
COMPET,CO1DATE01,DIC_C,CPT_CO1DATE01
COMPET,CO1MTS00,DIC_C,CPT_CO1MTS00
COMPET,CO1MTS01,DIC_C,CPT_CO1MTS01
COMPET,CO2CODE,DIC_C,CPT_CO2CODE00
COMPET,CO2CODE01,DIC_C,CPT_CO2CODE01
COMPET,CO2LIB00,DIC_C,CPT_CO2LIB00
COMPET,CO2LIB01,DIC_C,CPT_CO2LIB01
COMPET,MODMTS02,DIC_C,CPT_MODMTS02
COMPET,ETCMAT,DIC_C,CPT_ETCMAT
EMPPRE,H1DDEB,DIC_E,EPP_H1DDEB
EMPPRE,EMDATE00,DIC_E,EPP_EMDATE00
EMPPRE,EMCEMP,DIC_E,EPP_EMCEMP
EMPPRE,EMLEMP,DIC_E,EPP_EMLEMP
EMPPRE,EMNEMP,DIC_E,EPP_EMNEMP
EMPPRE,EMAPEP,DIC_E,EPP_EMAPEP
EMPPRE,EM1CODE,DIC_E,EPP_EM1CODE
EMPPRE,EM1LIB01,DIC_E,EPP_EM1LIB01
EMPPRE,EM1MTS00,DIC_E,EPP_EM1MTS00
EMPPRE,EM1MTS01,DIC_E,EPP_EM1MTS01
EMPPRE,EM2CODE00,DIC_E,EPP_EM2CODE00
EMPPRE,EM2CODE01,DIC_E,EPP_EM2CODE01
EMPPRE,EM2LIB00,DIC_E,EPP_EM2LIB00
EMPPRE,EM2LIB01,DIC_E,EPP_EM2LIB01
EMPPRE,EM1LIB00,DIC_E,EPP_EM1LIB00
EMPPRE,H1DFIN,DIC_E,EPP_H1DFIN
EMPPRE,EMDATE01,DIC_E,EPP_EMDATE01
EMPPRE,ETCMAT,DIC_E,EPP_ETCMAT
EMPPRE,DATMAJ,DIC_E,EPP_DATMAJ
INSCRI,INSDEMI,DIC_I,INS_INSDEMI
INSCRI,INSMAT,DIC_I,INS_INSMAT
INSCRI,INSSTGR,DIC_I,INS_INSSTGR
INSCRI,INSNOM,DIC_I,INS_INSNOM
INSCRI,INSNOM2,DIC_I,INS_INSNOM2
INSCRI,INSDOM,DIC_I,INS_INSDOM
INSCRI,INSDOML,DIC_I,INS_INSDOML
INSCRI,INSTHE,DIC_I,INS_INSTHE
INSCRI,INSTHEL,DIC_I,INS_INSTHEL
INSCRI,INSSTHE,DIC_I,INS_INSSTHE
INSCRI,INSSTHEL,DIC_I,INS_INSSTHEL
INSCRI,INSFOR,DIC_I,INS_INSFOR
INSCRI,INSFORL,DIC_I,INS_INSFORL
INSCRI,INSDEB,DIC_I,INS_INSDEB
INSCRI,INSFIN,DIC_I,INS_INSFIN
INSCRI,INSSTA,DIC_I,INS_INSSTA
INSCRI,INSFILS04,DIC_I,INS_INSFILS04
INSCRI,INSFILS05,DIC_I,INS_INSFILS05
INSCRI,INSMAN,DIC_I,INS_INSMAN
INSCRI,INSDATE,DIC_I,INS_INSDATE
INSCRI,INSETAT,DIC_I,INS_INSETAT
INSCRI,INSPLAN,DIC_I,INS_INSPLAN
INSCRI,INSPLNI,DIC_I,INS_INSPLNI
INSCRI,INSTYP,DIC_I,INS_INSTYP
INSCRI,INSFSTG,DIC_I,INS_INSFSTG
INSCRI,INSDETAT,DIC_I,INS_INSDETAT
INSCRI,INSFILS00,DIC_I,INS_INSFILS00
INSCRI,INSFILS01,DIC_I,INS_INSFILS01
INSCRI,INSDLIB,DIC_I,INS_INSDLIB
INSCRI,INSDFIN,DIC_I,INS_INSDFIN
INSCRI,INSDDEB,DIC_I,INS_INSDDEB
INSCRI,INSPRIOE,DIC_I,INS_INSPRIOE
INSCRI,INSPRIOI,DIC_I,INS_INSPRIOI
INSCRI,INSDDEM,DIC_I,INS_INSDDEM
INSCRI,INSSIGND00,DIC_I,INS_INSSIGND00
INSCRI,INSANUL,DIC_I,INS_INSANUL
INSCRI,INSANULL,DIC_I,INS_INSANULL
