CTR_CNDCONT,DSDCN,DIC_ADM_CONTRAT
CTR_CNFCONT,DSFCN,DIC_ADM_CONTRAT
CTR_CTYPCOL,NATCOL,DIC_ADM_CONTRAT
ADZ_ADZCODE02,LOTZAD,DIC_ADM_CONTRAT
SAD_SADSOR,DSSAD,DIC_ADM_CONTRAT_HISTO
RSP_DEFFAPAI,DTFPAI,DIC_TGE_RESPAIE_UNIQUE
RSP_PRFICPAI,PRFPAI,DIC_TGE_RESPAIE_UNIQUE
SAD_SACGTA1,ZA996,DIC_ADM_CONTRAT_HISTO
ETA_E1LIB01,MELPER,DIC_ADM_PERSO
ETA_ETCNOM,NOM,DIC_ADM_PERSO
ETA_ETCPRE,PRENOM,DIC_ADM_PERSO
ETA_ETCDNA,DSNAI,DIC_ADM_PERSO
CTR_CNMCNT,ZT061,DIC_ADM_CONTRAT_HISTO
DPR_MAIL,MELPRO,DIC_ADM_PERSO
